rowname,seqnames,start,end,width,strand,geneID,geneName,geneBiotype,broadClass,baseMean,baseVar,allZero,dispGeneEst,dispGeneIter,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,condition_B_vs_A,SE_Intercept,SE_condition_B_vs_A,WaldStatistic_Intercept,WaldStatistic_condition_B_vs_A,WaldPvalue_Intercept,WaldPvalue_condition_B_vs_A,betaConv,betaIter,deviance,maxCooks
gene125,11,60924463,60937159,12697,+,ENSG00000006118,TMEM132A,protein_coding,coding,100.990721965403,800.822472255404,FALSE,0.0779529580555784,5,0.148942290832916,0.109164283405463,11,FALSE,0.109164283405463,6.59593115266144,0.122063856912291,0.203484556720479,0.287032842834336,32.4148980097889,0.42526094124616,1.69283720678471e-230,0.67064646336454,TRUE,3,114.978365400006,0.236142727013764
gene126,17,35578046,35726409,148364,+,ENSG00000006125,AP2B1,protein_coding,coding,13.2606568973022,69.7575719675235,FALSE,0.216191121372838,9,0.427947762734086,0.319327167779392,10,FALSE,0.319327167779392,3.2589886396541,0.823755342248577,0.382772194942594,0.52595604515255,8.51417287544323,1.56620567410657,1.67783554484442e-17,0.117300474792569,TRUE,3,78.5847226424007,0.111440060035682
gene127,7,97731908,97740472,8565,+,ENSG00000006128,TAC1,protein_coding,coding,5.28099936079997,27.4335202303502,FALSE,0.843753597304838,7,0.913251777862027,0.880705576662371,7,FALSE,0.880705576662371,2.79379577838709,-0.937005531771733,0.595697722908049,0.866517236005229,4.6899554437584,-1.08134667475452,2.73264546810975e-06,0.279542932548305,TRUE,5,65.495579833421,0.152555974301741
gene128,16,3263800,3301401,37602,+,ENSG00000006194,ZNF263,protein_coding,coding,11.0131511868872,137.455050189101,FALSE,0.898398028550672,7,0.493492065641424,0.672476080988255,7,FALSE,0.672476080988255,2.76102552200533,1.16763196456224,0.532686492514602,0.733863761083533,5.18320918739956,1.59107456517305,2.18100184492423e-07,0.111592795857358,TRUE,5,81.3070723837211,0.447021191108254
gene129,16,57372458,57385048,12591,+,ENSG00000006210,CX3CL1,protein_coding,coding,10.613150768112,95.9050948541238,FALSE,0.485866427794644,9,0.508067291578688,0.497383753121129,7,FALSE,0.497383753121129,2.43396409094395,1.54974401722211,0.485651723688873,0.655068152179266,5.01174807422949,2.36577524348644,5.39377898001148e-07,0.0179923635212925,TRUE,4,76.5779779235866,0.115970546499708
gene130,17,50543058,50555852,12795,+,ENSG00000006282,SPATA20,protein_coding,coding,34.2815752899941,646.461499107189,FALSE,0.550893892103685,9,0.231006525355479,0.386453784017202,11,FALSE,0.386453784017202,4.66728208362247,0.765380790903824,0.38409074355759,0.537748018341722,12.1515088866563,1.42330750611423,5.63165297643887e-34,0.154647031992701,TRUE,4,106.425005789632,0.364001832364827
gene131,17,50561068,50627474,66407,+,ENSG00000006283,CACNA1G,protein_coding,coding,7.10149597629088,67.7220448195735,FALSE,1.79108061922508,9,0.706506927788566,1.16396037385004,10,FALSE,1.16396037385004,2.39939459480561,0.759004946778423,0.684564591411487,0.953471818963151,3.50499372142278,0.796043398119306,0.000456618051545622,0.426006811314497,TRUE,6,72.2994898757595,0.237024364553075
gene132,16,3018445,3022383,3939,+,ENSG00000006327,TNFRSF12A,protein_coding,coding,19.6836623563337,148.704400723002,FALSE,0.200665183512497,7,0.32314369705449,0.259583420178877,10,FALSE,0.259583420178877,3.78231143259563,0.898274005688639,0.338993136677002,0.466631383619806,11.1574867552539,1.92501841329327,6.58261923537625e-29,0.0542270546935823,TRUE,3,85.8500516683421,0.202599045097638
gene133,7,97005548,97011039,5492,+,ENSG00000006377,DLX6,protein_coding,coding,29.5707782247455,199.304012870648,FALSE,0.0625373241352368,3,0.250798159583587,0.152877367446274,10,FALSE,0.152877367446274,4.2604652848068,1.06050079625425,0.266242076664649,0.363478141425904,16.0022237588432,2.91764669009796,1.23291450544901e-57,0.00352683715777311,TRUE,3,87.5434588309185,0.210768442386087
gene134,14,70722526,70809534,87009,-,ENSG00000006432,MAP3K9,protein_coding,coding,7.1687643271392,63.180905188247,FALSE,0.634214185453003,7,0.700879273419057,0.667644128176348,8,FALSE,0.667644128176348,3.38535814512269,-1.4190332739406,0.514148001071992,0.761457958288005,6.58440398107988,-1.86357402729237,4.56713765222304e-11,0.0623815478437647,TRUE,4,69.7883665345048,0.676653777924212
gene135,7,39623483,39708124,84642,+,ENSG00000006451,RALA,protein_coding,coding,5.81921502034118,22.4117809579665,FALSE,0.446589593834039,8,0.838660749520182,0.658556859374829,11,FALSE,0.658556859374829,2.94535234851904,-0.967553680675813,0.522372044966514,0.7645429262761,5.63841878006286,-1.26553218586238,1.71618731987521e-08,0.205680618182812,TRUE,5,65.9203101488066,0.137307233801775
gene136,7,98291651,98401068,109418,-,ENSG00000006453,BAIAP2L1,protein_coding,coding,14.7639899398726,86.7981141338147,FALSE,0.344563584581819,6,0.395244038744002,0.369980698843547,8,FALSE,0.369980698843547,4.11926900252086,-0.518891664853127,0.384751282989531,0.550817130072804,10.7063164819465,-0.942039810534837,9.50696258716985e-27,0.346172258169195,TRUE,4,84.1549073317342,0.0773500736762758
gene137,7,140084746,140177035,92290,-,ENSG00000006459,KDM7A,protein_coding,coding,6.56316994889336,51.0681983257164,FALSE,2.67166249362798,10,0.755698722437536,2.67166249362798,11,TRUE,1.41502748220643,2.48571374935695,0.426111610404755,0.993919171375929,1.39935963868156,2.50092142393819,0.304504716747603,0.012387065841008,0.760743399817169,TRUE,6,69.4528064179183,0.403887257813998
gene138,7,13891228,13991425,100198,-,ENSG00000006468,ETV1,protein_coding,coding,15.6182716364132,133.327330979282,FALSE,0.340847870703381,8,0.379465195066482,0.360826286314967,7,FALSE,0.360826286314967,4.46231388226045,-1.26433553878248,0.375088512669726,0.549157652583741,11.8966956639102,-2.30231798252083,1.23126508792357e-32,0.021317246447998,TRUE,4,83.7666522007083,1.17035069027791
gene139,7,141551189,141655244,104056,+,ENSG00000006530,AGK,protein_coding,coding,22.3039505191835,315.908343151978,FALSE,0.424768738080651,7,0.297723896433676,0.361800504196064,10,FALSE,0.361800504196064,4.04174033354883,0.771252056066089,0.382469361830925,0.532399531974446,10.5674878484398,1.44863398584488,4.21637846534416e-26,0.147439824860904,TRUE,4,94.2700617128141,0.179478489357796
gene140,11,68008578,68029282,20705,+,ENSG00000006534,ALDH3B1,protein_coding,coding,17.1161027222635,450.991559653971,FALSE,0.640312957087816,9,0.3556016056525,0.49515798103691,10,FALSE,0.49515798103691,3.02896314032313,1.67509518822166,0.46226444148904,0.630896459116603,6.552446756593,2.65510316949182,5.66019028856036e-11,0.00792841560837434,TRUE,4,88.226395911178,1.80551724983063
gene141,1,54779712,54801267,21556,-,ENSG00000006555,TTC22,protein_coding,coding,20.4221004913674,218.17755717119,FALSE,0.343865694457333,7,0.315319881818703,0.329061477990435,8,FALSE,0.329061477990435,3.55963294609083,1.30175067821883,0.378376212336197,0.518259966293636,9.40765521202481,2.51177162598218,5.07327880201843e-21,0.012012679940709,TRUE,4,89.530227415133,0.10469877546704
gene142,7,77798792,77957503,158712,+,ENSG00000006576,PHTF2,protein_coding,coding,26.3139511926376,487.237833438087,FALSE,0.486625162490498,7,0.268624272770252,0.367585407619928,8,FALSE,0.367585407619928,3.7792723410526,1.50133075739071,0.3904289167483,0.537010344338431,9.67979619063157,2.79572036780832,3.67447760644764e-22,0.00517841844702436,TRUE,4,97.2298294411948,0.121210436911885
gene143,7,75769533,75789896,20364,-,ENSG00000006606,CCL26,protein_coding,coding,7.49948389619896,36.4600560643355,FALSE,0.206534713603989,8,0.674679653082956,0.46880380355506,13,FALSE,0.46880380355506,3.5055597079874,-1.64477053235248,0.439036867588916,0.667539654501197,7.98465907257193,-2.46392932803594,1.40911204399259e-15,0.0137423204608082,TRUE,4,66.8611591019263,0.73777488486724
gene144,2,241356243,241494841,138599,+,ENSG00000006607,FARP2,protein_coding,coding,7.59049819004858,19.4763310824162,FALSE,0.346786084802047,8,0.667870098104804,0.52590733225548,11,FALSE,0.52590733225548,3.07186003026468,-0.313351608297322,0.472363577860359,0.673790684355122,6.50316869090358,-0.465057792535716,7.86455180824726e-11,0.641890070607564,TRUE,5,71.5013369942789,0.164073350941598
gene145,11,17493895,17544416,50522,-,ENSG00000006611,USH1C,protein_coding,coding,93.3264410719531,5995.54332039088,FALSE,0.285132883059263,6,0.152405637909166,0.214052510681275,10,FALSE,0.214052510681275,4.99316279321734,2.28086852228308,0.291543458534137,0.401707496343298,17.1266500655603,5.67793367822506,9.39086281928021e-66,1.36331549672058e-08,TRUE,4,118.825991044658,0.540965096545393
gene146,7,30496621,30504844,8224,-,ENSG00000006625,GGCT,protein_coding,coding,12.9369326462181,68.9567660590576,FALSE,0.352268775623728,8,0.435984683079135,0.39676724927849,9,FALSE,0.39676724927849,3.16388003988041,0.918555068351662,0.419302084634863,0.576885840014401,7.54558623918023,1.5922648895815,4.5025744272705e-14,0.111325198450335,TRUE,4,81.0807358236606,0.748033298555654
gene147,7,87876216,87909541,33326,+,ENSG00000006634,DBF4,protein_coding,coding,1.23507002670339,3.85735671638784,FALSE,1.16515192704109,11,3.55518222941701,2.89319613072601,9,FALSE,2.89319613072601,1.30420005443474,-3.82898244380764,1.06873477064305,1.68511273602399,1.22032153370477,-2.27224111595174,0.222343009773746,0.0230719511657736,TRUE,4,30.1091114530369,0.0697108145153839
gene148,19,3594506,3606840,12335,-,ENSG00000006638,TBXA2R,protein_coding,coding,238.021401399395,13609.6857812415,FALSE,0.0656920176274922,6,0.124663273176618,0.0905062833889457,11,FALSE,0.0905062833889457,8.36994677340092,-1.18772623150629,0.180084736995649,0.257066983875299,46.4778243455643,-4.62029862256618,0,3.83188112014118e-06,TRUE,3,131.012586630678,0.295750674219939
gene149,7,112422968,112481017,58050,+,ENSG00000006652,IFRD1,protein_coding,coding,9.47619124712028,38.3105590871904,FALSE,0.113426856587966,2,0.55621522337952,0.362226751096988,12,FALSE,0.362226751096988,3.81545891998281,-1.52780246927605,0.387244819704942,0.585434377778355,9.85283398468692,-2.60969038933766,6.66379829403351e-23,0.00906242016803983,TRUE,4,69.8404239100571,0.227183541436968
gene150,19,39704306,39709444,5139,+,ENSG00000006659,LGALS14,protein_coding,coding,27.9316670561132,341.845304915746,FALSE,0.199474259564601,9,0.259250161431866,0.230570725904426,10,FALSE,0.230570725904426,3.86333506067987,1.50650230494831,0.32170442551999,0.437497057554871,12.0089583922737,3.4434569991579,3.18835520729503e-33,0.00057432791776038,TRUE,3,91.9732470534588,0.725175381692459
gene151,17,14069496,14208677,139182,+,ENSG00000006695,COX10,protein_coding,coding,24.4181067382049,318.028092885413,FALSE,0.45277300448847,9,0.281190804569128,0.367719066539816,10,FALSE,0.367719066539816,4.47723919949629,0.254529454371275,0.378051213663659,0.531805935405721,11.8429435951489,0.478613414077621,2.34090097559385e-32,0.632213673693089,TRUE,4,97.5623947156809,0.619747852398348
gene152,7,74453790,74602604,148815,+,ENSG00000006704,GTF2IRD1,protein_coding,coding,12.8528733319483,71.500246147072,FALSE,0.389782329107532,6,0.438137787451608,0.413996776905636,8,FALSE,0.413996776905636,3.6763790582732,0.01563497330411,0.412767461923337,0.582536764637944,8.90665906935272,0.026839461907314,5.25934808433312e-19,0.978587778494348,TRUE,4,82.2801750072333,0.797412096005081
gene153,19,39385852,39391195,5344,-,ENSG00000006712,PAF1,protein_coding,coding,15.7203875411345,91.6604656249951,FALSE,0.30041504215552,6,0.377693830495773,0.338362741015239,8,FALSE,0.338362741015239,3.73219151906495,0.451256053481498,0.378317385651296,0.527767549722582,9.86523924254698,0.85502803974723,5.88938826798744e-23,0.392535624991049,TRUE,4,84.6190951011351,0.246795321256213
gene154,7,38722963,38932394,209432,-,ENSG00000006715,VPS41,protein_coding,coding,28.903388622793,255.469104630899,FALSE,0.241051790832132,5,0.254123826148364,0.247367765849515,6,FALSE,0.247367765849515,5.01479796234031,-0.345389074352651,0.310474862727668,0.44168424475616,16.1520257011564,-0.781981876087361,1.09892720388373e-58,0.434225224933105,TRUE,3,96.2796655242326,1.03854570520411
gene155,17,12789539,12991643,202105,+,ENSG00000006740,ARHGAP44,protein_coding,coding,0.481169176417349,1.26572198403244,FALSE,7.70300075428296,8,8.95819055608222,8.72742344151955,9,FALSE,8.72742344151955,-1.98179720243146,1.65517901136723,1.929049595452,2.67575727494809,-1.02734383144105,0.618583392022861,0.304258589942783,0.536190845566801,TRUE,4,21.9309078972732,1.40814153752448
gene156,17,12992391,13018187,25797,-,ENSG00000006744,ELAC2,protein_coding,coding,29.6129270525738,537.986320691436,FALSE,0.252033728193822,5,0.250593160370043,0.251360872171047,5,FALSE,0.251360872171047,4.1797995704668,1.18097287199679,0.325692430055657,0.448606132112211,12.833579121727,2.63253840609871,1.06335961414629e-37,0.00847494405779754,TRUE,3,95.5210205776677,0.771116414618996
gene157,7,12570577,12660179,89603,+,ENSG00000006747,SCIN,protein_coding,coding,6.28723022305246,3.59544436374026,FALSE,1e-08,24,0.784179510332173,0.364124551942987,12,FALSE,0.364124551942987,2.60679030723688,0.0872359458103636,0.427178246318129,0.599532132888849,6.10234797699773,0.145506706020938,1.04521508222997e-09,0.884310821460365,TRUE,3,61.1713812030853,0.117179262368602
gene158,X,2903970,2929351,25382,-,ENSG00000006756,ARSD,protein_coding,coding,9.55825842854142,89.5297513715347,FALSE,1.05491910622179,9,0.552356286124866,0.79413866105543,10,FALSE,0.79413866105543,2.95265843891651,0.556215946258655,0.565403585219531,0.789908289468249,5.22221385945063,0.704152562613426,1.76796618611856e-07,0.481337769320302,TRUE,4,79.7910483820142,0.406129552045924
gene159,X,7898247,7927739,29493,-,ENSG00000006757,PNPLA4,protein_coding,coding,15.4067575626221,68.7133794340273,FALSE,0.238670248444009,6,0.383208936396512,0.309447371068633,10,FALSE,0.309447371068633,3.93249590877514,0.0266960736373167,0.360216289193621,0.508107375718687,10.9170407523169,0.052540220656228,9.55586877186475e-28,0.958098248125119,TRUE,3,83.0481223281283,0.791141448049595
gene160,17,10300865,10373130,72266,-,ENSG00000006788,MYH13,protein_coding,coding,30.5335844136657,381.665216874042,FALSE,0.233891717519391,7,0.246256557154212,0.240078976075031,7,FALSE,0.240078976075031,4.16737975656515,1.26306433524388,0.319882926537953,0.439553552222268,13.0278280296736,2.87351638692978,8.49927153554924e-39,0.00405930018885606,TRUE,3,95.606920351549,0.178632144618069
gene161,12,1688574,1788678,100105,+,ENSG00000006831,ADIPOR2,protein_coding,coding,36.5772755823458,202.897961973117,FALSE,0.101722791388184,7,0.223209052895041,0.157050057116359,10,FALSE,0.157050057116359,5.18319035603637,0.0184347653136011,0.252780000466862,0.35676854396954,20.5047485816263,0.0516714985813744,1.95276076006295e-93,0.95879044772835,TRUE,3,95.0100528152459,2.21853833269902
gene162,5,134286350,134371047,84698,-,ENSG00000006837,CDKL3,protein_coding,coding,30.3409156263354,331.159277768264,FALSE,0.337966330515787,6,0.247142316361805,0.293347651029985,9,FALSE,0.293347651029985,4.85379918586025,0.137071289899411,0.337037697602418,0.475039386731533,14.4013539743141,0.288547210458732,5.07396621352134e-47,0.772927897706267,TRUE,3,100.305899398838,0.189350198183148
gene163,2,157876702,158136154,259453,+,ENSG00000007001,UPP2,protein_coding,coding,19.3593588476881,258.340090554626,FALSE,0.478654845066023,7,0.326768342699287,0.403723699568845,10,FALSE,0.403723699568845,3.89222421983214,0.68535851609475,0.40384953119878,0.562912412643722,9.6378079436629,1.21752247898738,5.53574268270018e-22,0.223405489070699,TRUE,4,92.0612605371417,0.455299795977727
gene164,16,2817180,2826304,9125,+,ENSG00000007038,PRSS21,protein_coding,coding,0.57120635082296,0.607330274398931,FALSE,1e-08,5,7.56297337460747,5.3629868881862,9,FALSE,5.3629868881862,-1.00144751899288,0.34739650680004,1.59439116961187,2.21769331285706,-0.628106538771582,0.156647677470104,0.529934149887839,0.875522525171245,TRUE,17,29.1376666049855,0.531377341827845
gene165,19,45079288,45305283,225996,+,ENSG00000007047,MARK4,protein_coding,coding,7.70608791841275,22.8218024612561,FALSE,0.32048338873388,8,0.659453709354822,0.494840810858581,8,FALSE,0.494840810858581,3.0210897895379,-0.159047024747878,0.462393525605804,0.656158226646336,6.53359016128055,-0.242391268278044,6.42115082032797e-11,0.808476999586317,TRUE,4,71.0658352783206,0.506978343350762
gene166,4,15963076,16084378,121303,-,ENSG00000007062,PROM1,protein_coding,coding,33.1761278242051,791.44428113617,FALSE,0.244035182552622,5,0.235146163949181,0.239702694499515,6,FALSE,0.239702694499515,3.91951680224714,1.75924376109651,0.325213446343851,0.441943179606005,12.0521363624768,3.98070123554094,1.88987273515562e-33,6.87122668966231e-05,TRUE,3,95.7286635021421,0.260518605361102
gene167,19,17933016,17943991,10976,+,ENSG00000007080,CCDC124,protein_coding,coding,34.3484942231193,508.042686508308,FALSE,0.268935469649658,5,0.230764483028365,0.249973916126928,7,FALSE,0.249973916126928,4.4569091795881,1.0898856195617,0.319836284541331,0.442742744726645,13.934970467718,2.46166793819423,3.88361000160435e-44,0.01382926374937,TRUE,3,99.7591066582362,0.141045794788537
gene168,19,41549518,41586844,37327,+,ENSG00000007129,CEACAM21,protein_coding,coding,22.9596846551089,314.682685874187,FALSE,0.31193065805183,6,0.292270201192474,0.30231038364614,6,FALSE,0.30231038364614,4.06924656914701,0.795818305343688,0.353911634885963,0.491293925231167,11.497916903631,1.61984153369947,1.35137527107437e-30,0.105266321764849,TRUE,3,92.5139000565225,1.73677922097266
gene169,17,2593210,2685615,92406,+,ENSG00000007168,PAFAH1B1,protein_coding,coding,37.7257641964675,201.058316358943,FALSE,0.115463007431729,7,0.219664282757325,0.164425450004222,10,FALSE,0.164425450004222,5.39999307378938,-0.34757751251155,0.255229761593756,0.363396745481802,21.1573800800881,-0.956468424203198,2.35975197787275e-99,0.338835629740915,TRUE,3,96.6125128348733,0.110855756509688
gene170,17,27756766,27800499,43734,-,ENSG00000007171,NOS2,protein_coding,coding,0.965162487328224,2.86121802701397,FALSE,2.57615487443371,6,4.51953023013417,3.93407622083635,10,FALSE,3.93407622083635,0.556125563243466,-1.64900493531393,1.26389221526077,1.91117135670943,0.440010276611067,-0.862824220091451,0.659929664299335,0.388234120474052,TRUE,9,32.4975405676112,0.787962350890503
gene171,17,11598431,11969748,371318,+,ENSG00000007174,DNAH9,protein_coding,coding,20.7773489825129,103.061625232061,FALSE,0.183227845546079,8,0.311754118743639,0.246249908486116,10,FALSE,0.246249908486116,4.63264171342304,-0.565087207755175,0.314986800237146,0.451869764634227,14.7074153898996,-1.25055326109857,5.77721584428695e-49,0.211097511946253,TRUE,3,87.1910133272697,0.243805858163421
gene172,17,28614440,28645454,31015,-,ENSG00000007202,KIAA0100,protein_coding,coding,24.5632827669002,140.966475014215,FALSE,0.152593029906364,7,0.280159926498665,0.21315953666662,10,FALSE,0.21315953666662,4.30756548650631,0.567015735911011,0.302032311687844,0.419928317269065,14.2619359578927,1.35026792095971,3.77825696036805e-46,0.176930058305972,TRUE,3,89.2293305967153,0.139279716162734
gene173,17,28473293,28497781,24489,+,ENSG00000007216,SLC13A2,protein_coding,coding,7.75129851696795,11.60338440867,FALSE,0.0376647282633293,21,0.656230098428018,0.362362253049972,12,FALSE,0.362362253049972,3.25529049734814,-0.680270663878867,0.401914563216659,0.585009357972538,8.09945892802426,-1.16283723432472,5.52041599547706e-16,0.244895547029865,TRUE,3,66.356403721663,0.333853442700872
gene174,17,9910609,10198551,287943,-,ENSG00000007237,GAS7,protein_coding,coding,13.8366108849314,48.1498740672801,FALSE,0.164478946284248,8,0.414578612368975,0.28555817104688,9,FALSE,0.28555817104688,3.98086846474728,-0.412217804915399,0.347461841102046,0.497403661086342,11.4569946792463,-0.828738984379618,2.16911462401005e-30,0.407252121022114,TRUE,3,78.6191215077054,0.733670179030774
gene175,19,45162928,45178237,15310,-,ENSG00000007255,TRAPPC6A,protein_coding,coding,146.053054945919,3121.13455404627,FALSE,0.0900214485342292,9,0.135930641970773,0.110163877517605,6,FALSE,0.110163877517605,7.47700756406005,-0.644574700431833,0.200339733312071,0.28500392613259,37.3216407971007,-2.2616344594915,7.31506657708838e-305,0.0237199971344885,TRUE,3,123.883272603784,0.232831773603704
gene176,19,3777970,3802129,24160,-,ENSG00000007264,MATK,protein_coding,coding,2.62722585939594,8.65408066186429,FALSE,1e-08,5,1.72788311562391,1.04653745062017,11,FALSE,1.04653745062017,2.25801949661873,-3.34304412504366,0.659220709205805,1.21911298908911,3.4252860462152,-2.74219383680055,0.000614152440864759,0.00610303148288695,TRUE,5,43.7613480024374,0.0599254610404358
gene177,19,41673307,41706976,33670,-,ENSG00000007306,CEACAM7,protein_coding,coding,19.9886853288581,348.160661499044,FALSE,0.321274120118625,7,0.319841878560364,0.320648712911771,5,FALSE,0.320648712911771,3.63701576325298,1.1468909285396,0.372471179474469,0.511725817272602,9.76455619568889,2.24122154839149,1.59810158909818e-22,0.0250117277200412,TRUE,4,88.6486789401067,1.11882884364889
gene178,17,63928740,63932354,3615,-,ENSG00000007312,CD79B,protein_coding,coding,66.7253763035568,943.168070141732,FALSE,0.112987006413409,5,0.170599046322786,0.139049031014803,8,FALSE,0.139049031014803,5.68874254817557,0.66577054136894,0.234242058038096,0.327276874109848,24.2857435416247,2.03427310035196,2.77325907201652e-130,0.04192406776747,TRUE,3,108.084241936538,0.699556755184196
gene179,17,63938554,63972918,34365,-,ENSG00000007314,SCN4A,protein_coding,coding,14.1372570793715,110.434723457158,FALSE,0.791945217566651,9,0.408032678518677,0.588721252020032,10,FALSE,0.588721252020032,3.73991584143249,0.15522440745,0.4794114917681,0.67534308165704,7.8010558896689,0.229845261861775,6.13913138424947e-15,0.818212012235076,TRUE,5,88.3862910721167,0.282696946218355
gene180,1,112523518,112620825,97308,-,ENSG00000007341,ST7L,protein_coding,coding,7.74804749761313,57.253132752604,FALSE,0.823129087820182,7,0.656460647619008,0.723526911309596,9,FALSE,0.723526911309596,3.48847103816,-1.39680571979028,0.530542223324691,0.780610314357841,6.57529388763665,-1.78937645852059,4.85571636738921e-11,0.0735542080172716,TRUE,5,72.4130879668638,0.120801564620745
gene181,X,154295671,154330350,34680,+,ENSG00000007350,TKTL1,protein_coding,coding,12.4007099645249,91.3030354633656,FALSE,0.0759277754637457,2,0.45022035916855,0.283359643543924,12,FALSE,0.283359643543924,4.33988872200655,-2.15311789681794,0.339401049678265,0.534293151542126,12.7869042424016,-4.02984371145955,1.94050894350471e-37,5.58139497577252e-05,TRUE,3,70.8456567519446,0.225045346486965
gene182,11,31784779,31818062,33284,-,ENSG00000007372,PAX6,protein_coding,coding,1.73243174518275,9.44629254444523,FALSE,4.66314629762648,9,2.56518170595808,3.12870058182963,12,FALSE,3.12870058182963,-0.0331467122227289,1.35132317834129,1.19809579562672,1.62855625914558,-0.0276661618743014,0.829767575269559,0.977928412279352,0.4066702067087,TRUE,7,39.6218801661297,0.850165210690921
gene183,16,784974,788397,3424,-,ENSG00000007376,RPUSD1,protein_coding,coding,13.7213261266751,110.205943314852,FALSE,0.417748186392,8,0.417164781141133,0.417134619522363,3,FALSE,0.417134619522363,3.21931982758814,0.961666928748506,0.425958413881004,0.586695445945281,7.55782659216939,1.63912458396378,4.09859945969738e-14,0.101187316067784,TRUE,4,82.9306704838139,0.101605424214453
gene184,16,58059,76355,18297,-,ENSG00000007384,RHBDF1,protein_coding,coding,40.7436311884101,326.755936705161,FALSE,0.190882388130713,9,0.211302226177364,0.201375658767456,7,FALSE,0.201375658767456,5.68337654755945,-0.771397237368323,0.276613356263885,0.396557130973664,20.5462838972157,-1.94523607600831,8.30851874795741e-94,0.0517465717416736,TRUE,3,101.962982063501,0.405039594234516
gene185,16,188969,229463,40495,-,ENSG00000007392,LUC7L,protein_coding,coding,31.6878139189659,164.906842331298,FALSE,0.148452445213266,7,0.241175747941312,0.193872682165979,10,FALSE,0.193872682165979,5.18803774678238,-0.437264074522939,0.276838989836992,0.395052688863732,18.7402711945929,-1.10685001481857,2.32439902301302e-78,0.268358780065095,TRUE,3,94.8629429645094,0.211744706659484
gene186,3,50362799,50504244,141446,-,ENSG00000007402,CACNA2D2,protein_coding,coding,2.84702283752165,21.1915238415631,FALSE,1.61732203722757,6,1.60272928669909,1.60751942645966,8,FALSE,1.60751942645966,2.34081543729411,-3.00568883849668,0.790686437085519,1.30475248336326,2.96048512722994,-2.30364676582099,0.00307154951748206,0.0212424803873984,TRUE,5,46.3568723236877,0.133201817135261
gene187,16,1333601,1349441,15841,+,ENSG00000007516,BAIAP3,protein_coding,coding,17.1827771747431,49.4801640213478,FALSE,0.11138930162345,2,0.354636061806459,0.228667885277315,11,FALSE,0.228667885277315,4.23168456913137,-0.271020046438788,0.312308306533364,0.444870805534966,13.5497022672988,-0.609210681093988,7.95521488637168e-42,0.542384801426382,TRUE,3,81.0325388407112,0.389097200725216
gene188,16,1349240,1351911,2672,-,ENSG00000007520,TSR3,protein_coding,coding,19.3066808147145,185.073561367494,FALSE,0.530830900977187,9,0.327368605938741,0.41186409039728,9,FALSE,0.41186409039728,3.71983776415341,0.948325224117941,0.410905115894747,0.569743376319479,9.05279009742542,1.66447783955662,1.39361013706004e-19,0.0960169759991799,TRUE,5,92.5415974407024,0.472017518718409
gene189,16,566995,584136,17142,+,ENSG00000007541,PIGQ,protein_coding,coding,20.5547660839654,74.1115119971878,FALSE,0.2204012656994,9,0.31397384748344,0.268614279970532,10,FALSE,0.268614279970532,4.44602240542805,-0.175065079851222,0.329969046127765,0.468013909604382,13.4740590294841,-0.374059565877447,2.22301317097971e-41,0.70836000033179,TRUE,3,88.8987273861747,0.324069340680635
gene190,16,1612325,1677908,65584,+,ENSG00000007545,CRAMP1,protein_coding,coding,61.0711588150846,1312.55502183728,FALSE,0.29345674651257,9,0.176508619321893,0.234782360389385,10,FALSE,0.234782360389385,5.46609898653562,0.818421573653136,0.298640016335535,0.418132986060351,18.3033039363158,1.95732362893515,7.78795663753647e-75,0.0503094311390124,TRUE,3,114.527983703402,0.315018385689564
gene191,6,35473597,35497076,23480,-,ENSG00000007866,TEAD3,protein_coding,coding,17.9175278857996,121.274000043509,FALSE,0.247839419697941,6,0.344471717862894,0.296800195796031,10,FALSE,0.296800195796031,4.54560621545095,-0.903113752334962,0.342943415273721,0.49680234979624,13.2546828806229,-1.81785322212217,4.23904994927756e-40,0.0690865695345052,TRUE,3,85.599003327555,0.349509464769629
gene192,1,169722641,169764705,42065,-,ENSG00000007908,SELE,protein_coding,coding,1.4612321385676,4.9106392668446,FALSE,4.29092430460954,8,3.0214544128408,3.37085233459948,11,FALSE,3.37085233459948,0.871893160207522,-0.745506821760137,1.16460283294148,1.68103218892225,0.748661376690411,-0.443481586297344,0.454061328529309,0.657417435157765,TRUE,5,38.3252412070764,1.11263306505244
gene193,1,6634168,6701924,67757,-,ENSG00000007923,DNAJC11,protein_coding,coding,1.87629159653955,4.56102097590937,FALSE,0.75032585273475,35,2.37668927077972,1.7315619241868,12,FALSE,1.7315619241868,1.48600886588146,-1.56317758028705,0.850189903027532,1.2919818538037,1.74785522692021,-1.20990676121722,0.080489099394695,0.226314672520755,TRUE,5,44.7248782838469,0.0551730842899524
gene194,1,171090877,171117819,26943,+,ENSG00000007933,FMO3,protein_coding,coding,3.28962201922678,15.3650209592803,FALSE,0.924948042599319,8,1.40145678694657,1.20590985739168,10,FALSE,1.20590985739168,2.32112937285221,-1.66862377150863,0.697707865932644,1.05527668490501,3.32679261075765,-1.58121921518509,0.000878517299775659,0.113827923320892,TRUE,6,54.1727603962832,0.158651583314527
